compound,salinity,group,replicate,headspace_mL,date,umoles,day
medium_only,saline,medium_only_control,3,100,2015-10-23,NA,430
none,brackish,unamended_control,1,77,2015-10-23,26.1,430
none,brackish,unamended_control,2,77,2015-10-23,47.8,430
none,brackish,unamended_control,3,77,2015-10-23,31.4,430
none,fresh,unamended_control,1,77,2015-10-23,68.2,430
none,fresh,unamended_control,2,77,2015-10-23,NA,430
none,fresh,unamended_control,3,77,2015-10-23,143.5,430
none,saline,unamended_control,1,77,2015-10-23,4.9,430
none,saline,unamended_control,2,77,2015-10-23,42.3,430
none,saline,unamended_control,3,77,2015-10-23,25.8,430
PHEN,brackish,sterile_control,1,97,2015-10-23,NA,430
PHEN,brackish,sterile_control,2,97,2015-10-23,NA,430
PHEN,brackish,sterile_control,3,97,2015-10-23,NA,430
PHEN,brackish,treatment,1,77,2015-10-23,137.8,430
PHEN,brackish,treatment,2,77,2015-10-23,156.3,430
PHEN,brackish,treatment,3,77,2015-10-23,164.2,430
PHEN,fresh,sterile_control,1,97,2015-10-23,NA,430
PHEN,fresh,sterile_control,2,97,2015-10-23,NA,430
PHEN,fresh,sterile_control,3,97,2015-10-23,NA,430
PHEN,fresh,treatment,1,77,2015-10-23,18.8,430
PHEN,fresh,treatment,2,77,2015-10-23,130.5,430
PHEN,fresh,treatment,3,77,2015-10-23,18.6,430
PHEN,saline,sterile_control,1,97,2015-10-23,NA,430
PHEN,saline,sterile_control,2,97,2015-10-23,NA,430
PHEN,saline,sterile_control,3,97,2015-10-23,NA,430
PHEN,saline,treatment,1,77,2015-10-23,45.9,430
PHEN,saline,treatment,2,77,2015-10-23,9.4,430
PHEN,saline,treatment,3,77,2015-10-23,22.2,430
26-diMN,brackish,sterile_control,1,97,2015-12-03,NA,471
26-diMN,brackish,sterile_control,2,97,2015-12-03,NA,471
26-diMN,brackish,sterile_control,3,97,2015-12-03,NA,471
26-diMN,brackish,treatment,1,77,2015-12-03,166,471
26-diMN,brackish,treatment,2,77,2015-12-03,165.4,471
26-diMN,brackish,treatment,3,77,2015-12-03,29.8,471
26-diMN,fresh,sterile_control,1,97,2015-12-03,NA,471
26-diMN,fresh,sterile_control,2,97,2015-12-03,NA,471
26-diMN,fresh,sterile_control,3,97,2015-12-03,NA,471
26-diMN,fresh,treatment,1,77,2015-12-03,20,471
26-diMN,fresh,treatment,2,77,2015-12-03,54.7,471
26-diMN,fresh,treatment,3,77,2015-12-03,15.3,471
26-diMN,saline,sterile_control,1,97,2015-12-03,NA,471
26-diMN,saline,sterile_control,2,97,2015-12-03,NA,471
26-diMN,saline,sterile_control,3,97,2015-12-03,NA,471
26-diMN,saline,treatment,1,77,2015-12-03,11.1,471
26-diMN,saline,treatment,2,77,2015-12-03,87.5,471
26-diMN,saline,treatment,3,77,2015-12-03,88,471
DBT,brackish,sterile_control,1,97,2015-12-03,NA,471
DBT,brackish,sterile_control,2,97,2015-12-03,NA,471
DBT,brackish,sterile_control,3,97,2015-12-03,NA,471
DBT,brackish,treatment,1,77,2015-12-03,146.9,471
DBT,brackish,treatment,2,77,2015-12-03,141,471
DBT,brackish,treatment,3,77,2015-12-03,132.8,471
DBT,fresh,sterile_control,1,97,2015-12-03,NA,471
DBT,fresh,sterile_control,2,97,2015-12-03,NA,471
DBT,fresh,sterile_control,3,97,2015-12-03,NA,471
DBT,fresh,treatment,1,77,2015-12-03,NA,471
DBT,fresh,treatment,2,77,2015-12-03,25,471
DBT,fresh,treatment,3,77,2015-12-03,80,471
DBT,saline,sterile_control,1,97,2015-12-03,NA,471
DBT,saline,sterile_control,2,97,2015-12-03,NA,471
DBT,saline,sterile_control,3,97,2015-12-03,NA,471
DBT,saline,treatment,1,77,2015-12-03,8,471
DBT,saline,treatment,2,77,2015-12-03,13.7,471
DBT,saline,treatment,3,77,2015-12-03,11.6,471
medium_only,brackish,medium_only_control,1,100,2015-12-03,NA,471
medium_only,brackish,medium_only_control,2,100,2015-12-03,NA,471
medium_only,brackish,medium_only_control,3,100,2015-12-03,NA,471
medium_only,fresh,medium_only_control,1,100,2015-12-03,NA,471
medium_only,fresh,medium_only_control,2,100,2015-12-03,NA,471
medium_only,fresh,medium_only_control,3,100,2015-12-03,NA,471
medium_only,saline,medium_only_control,1,100,2015-12-03,NA,471
medium_only,saline,medium_only_control,2,100,2015-12-03,NA,471
medium_only,saline,medium_only_control,3,100,2015-12-03,NA,471
none,brackish,unamended_control,1,77,2015-12-03,27.2,471
none,brackish,unamended_control,2,77,2015-12-03,36.5,471
none,brackish,unamended_control,3,77,2015-12-03,35.8,471
none,fresh,unamended_control,1,77,2015-12-03,72.5,471
none,fresh,unamended_control,2,77,2015-12-03,NA,471
none,fresh,unamended_control,3,77,2015-12-03,157.9,471
none,saline,unamended_control,1,77,2015-12-03,28.5,471
none,saline,unamended_control,2,77,2015-12-03,45,471
none,saline,unamended_control,3,77,2015-12-03,7.8,471
PHEN,brackish,sterile_control,1,97,2015-12-03,NA,471
PHEN,brackish,sterile_control,2,97,2015-12-03,NA,471
PHEN,brackish,sterile_control,3,97,2015-12-03,NA,471
PHEN,brackish,treatment,1,77,2015-12-03,149.8,471
PHEN,brackish,treatment,2,77,2015-12-03,168.1,471
PHEN,brackish,treatment,3,77,2015-12-03,171.1,471
PHEN,fresh,sterile_control,1,97,2015-12-03,NA,471
PHEN,fresh,sterile_control,2,97,2015-12-03,NA,471
PHEN,fresh,sterile_control,3,97,2015-12-03,NA,471
PHEN,fresh,treatment,1,77,2015-12-03,123.8,471
PHEN,fresh,treatment,2,77,2015-12-03,136.8,471
PHEN,fresh,treatment,3,77,2015-12-03,20.1,471
PHEN,saline,sterile_control,1,97,2015-12-03,NA,471
PHEN,saline,sterile_control,2,97,2015-12-03,NA,471
PHEN,saline,sterile_control,3,97,2015-12-03,NA,471
PHEN,saline,treatment,1,77,2015-12-03,51.5,471
PHEN,saline,treatment,2,77,2015-12-03,11.7,471
PHEN,saline,treatment,3,77,2015-12-03,50.9,471
26-diMN,brackish,sterile_control,1,97,2016-01-05,NA,504
26-diMN,brackish,sterile_control,2,97,2016-01-05,NA,504
26-diMN,brackish,sterile_control,3,97,2016-01-05,NA,504
26-diMN,brackish,treatment,1,77,2016-01-05,182,504
26-diMN,brackish,treatment,2,77,2016-01-05,179.8,504
26-diMN,brackish,treatment,3,77,2016-01-05,33,504
26-diMN,fresh,sterile_control,1,97,2016-01-05,NA,504
26-diMN,fresh,sterile_control,2,97,2016-01-05,NA,504
26-diMN,fresh,sterile_control,3,97,2016-01-05,NA,504
26-diMN,fresh,treatment,1,77,2016-01-05,68.1,504
26-diMN,fresh,treatment,2,77,2016-01-05,66.1,504
26-diMN,fresh,treatment,3,77,2016-01-05,16.4,504
26-diMN,saline,sterile_control,1,97,2016-01-05,NA,504
26-diMN,saline,sterile_control,2,97,2016-01-05,NA,504
26-diMN,saline,sterile_control,3,97,2016-01-05,NA,504
26-diMN,saline,treatment,1,77,2016-01-05,110.4,504
26-diMN,saline,treatment,2,77,2016-01-05,98,504
26-diMN,saline,treatment,3,77,2016-01-05,105.3,504
DBT,brackish,sterile_control,1,97,2016-01-05,NA,504
DBT,brackish,sterile_control,2,97,2016-01-05,NA,504
DBT,brackish,sterile_control,3,97,2016-01-05,NA,504
DBT,brackish,treatment,1,77,2016-01-05,147.4,504
DBT,brackish,treatment,2,77,2016-01-05,139.4,504
DBT,brackish,treatment,3,77,2016-01-05,130.4,504
DBT,fresh,sterile_control,1,97,2016-01-05,NA,504
DBT,fresh,sterile_control,2,97,2016-01-05,NA,504
DBT,fresh,sterile_control,3,97,2016-01-05,NA,504
DBT,fresh,treatment,1,77,2016-01-05,NA,504
DBT,fresh,treatment,2,77,2016-01-05,25.2,504
DBT,fresh,treatment,3,77,2016-01-05,86.6,504
DBT,saline,sterile_control,1,97,2016-01-05,NA,504
DBT,saline,sterile_control,2,97,2016-01-05,NA,504
DBT,saline,sterile_control,3,97,2016-01-05,NA,504
DBT,saline,treatment,1,77,2016-01-05,9,504
DBT,saline,treatment,2,77,2016-01-05,15.8,504
DBT,saline,treatment,3,77,2016-01-05,12.8,504
medium_only,brackish,medium_only_control,1,100,2016-01-05,NA,504
medium_only,brackish,medium_only_control,2,100,2016-01-05,NA,504
medium_only,brackish,medium_only_control,3,100,2016-01-05,NA,504
medium_only,fresh,medium_only_control,1,100,2016-01-05,NA,504
medium_only,fresh,medium_only_control,2,100,2016-01-05,NA,504
medium_only,fresh,medium_only_control,3,100,2016-01-05,NA,504
medium_only,saline,medium_only_control,1,100,2016-01-05,NA,504
medium_only,saline,medium_only_control,2,100,2016-01-05,NA,504
medium_only,saline,medium_only_control,3,100,2016-01-05,NA,504
none,brackish,unamended_control,1,77,2016-01-05,31.8,504
none,brackish,unamended_control,2,77,2016-01-05,52.1,504
none,brackish,unamended_control,3,77,2016-01-05,37.1,504
none,fresh,unamended_control,1,77,2016-01-05,74.1,504
none,fresh,unamended_control,2,77,2016-01-05,NA,504
none,fresh,unamended_control,3,77,2016-01-05,163.2,504
none,saline,unamended_control,1,77,2016-01-05,9.3,504
none,saline,unamended_control,2,77,2016-01-05,50.8,504
none,saline,unamended_control,3,77,2016-01-05,28.6,504
PHEN,brackish,sterile_control,1,97,2016-01-05,NA,504
PHEN,brackish,sterile_control,2,97,2016-01-05,NA,504
PHEN,brackish,sterile_control,3,97,2016-01-05,NA,504
PHEN,brackish,treatment,1,77,2016-01-05,149,504
PHEN,brackish,treatment,2,77,2016-01-05,171.6,504
PHEN,brackish,treatment,3,77,2016-01-05,178.4,504
PHEN,fresh,sterile_control,1,97,2016-01-05,NA,504
PHEN,fresh,sterile_control,2,97,2016-01-05,NA,504
PHEN,fresh,sterile_control,3,97,2016-01-05,NA,504
PHEN,fresh,treatment,1,77,2016-01-05,21.6,504
PHEN,fresh,treatment,2,77,2016-01-05,137.8,504
PHEN,fresh,treatment,3,77,2016-01-05,21.7,504
PHEN,saline,sterile_control,1,97,2016-01-05,NA,504
PHEN,saline,sterile_control,2,97,2016-01-05,NA,504
PHEN,saline,sterile_control,3,97,2016-01-05,NA,504
PHEN,saline,treatment,1,77,2016-01-05,54.3,504
PHEN,saline,treatment,2,77,2016-01-05,12.8,504
PHEN,saline,treatment,3,77,2016-01-05,55.3,504
26-diMN,brackish,sterile_control,1,97,2016-03-01,NA,560
26-diMN,brackish,sterile_control,2,97,2016-03-01,NA,560
26-diMN,brackish,sterile_control,3,97,2016-03-01,NA,560
26-diMN,brackish,treatment,1,77,2016-03-01,197.8,560
26-diMN,brackish,treatment,2,77,2016-03-01,166.4,560
26-diMN,brackish,treatment,3,77,2016-03-01,33.6,560
26-diMN,fresh,sterile_control,1,97,2016-03-01,NA,560
26-diMN,fresh,sterile_control,2,97,2016-03-01,NA,560
26-diMN,fresh,sterile_control,3,97,2016-03-01,NA,560
26-diMN,fresh,treatment,1,77,2016-03-01,69,560
26-diMN,fresh,treatment,2,77,2016-03-01,69.3,560
26-diMN,fresh,treatment,3,77,2016-03-01,13.4,560
26-diMN,saline,sterile_control,1,97,2016-03-01,NA,560
26-diMN,saline,sterile_control,2,97,2016-03-01,NA,560
26-diMN,saline,sterile_control,3,97,2016-03-01,NA,560
26-diMN,saline,treatment,1,77,2016-03-01,134.3,560
26-diMN,saline,treatment,2,77,2016-03-01,124.5,560
26-diMN,saline,treatment,3,77,2016-03-01,145.6,560
DBT,brackish,sterile_control,1,97,2016-03-01,NA,560
DBT,brackish,sterile_control,2,97,2016-03-01,NA,560
DBT,brackish,sterile_control,3,97,2016-03-01,NA,560
DBT,brackish,treatment,1,77,2016-03-01,171,560
DBT,brackish,treatment,2,77,2016-03-01,157.5,560
DBT,brackish,treatment,3,77,2016-03-01,152.2,560
DBT,fresh,sterile_control,1,97,2016-03-01,NA,560
DBT,fresh,sterile_control,2,97,2016-03-01,NA,560
DBT,fresh,sterile_control,3,97,2016-03-01,NA,560
DBT,fresh,treatment,1,77,2016-03-01,NA,560
DBT,fresh,treatment,2,77,2016-03-01,23.2,560
DBT,fresh,treatment,3,77,2016-03-01,78.4,560
DBT,saline,sterile_control,1,97,2016-03-01,NA,560
DBT,saline,sterile_control,2,97,2016-03-01,NA,560
DBT,saline,sterile_control,3,97,2016-03-01,NA,560
DBT,saline,treatment,1,77,2016-03-01,5.9,560
DBT,saline,treatment,2,77,2016-03-01,14.1,560
DBT,saline,treatment,3,77,2016-03-01,10,560
medium_only,brackish,medium_only_control,1,100,2016-03-01,NA,560
medium_only,brackish,medium_only_control,2,100,2016-03-01,NA,560
medium_only,brackish,medium_only_control,3,100,2016-03-01,NA,560
medium_only,fresh,medium_only_control,1,100,2016-03-01,NA,560
medium_only,fresh,medium_only_control,2,100,2016-03-01,NA,560
medium_only,fresh,medium_only_control,3,100,2016-03-01,NA,560
medium_only,saline,medium_only_control,1,100,2016-03-01,NA,560
medium_only,saline,medium_only_control,2,100,2016-03-01,NA,560
medium_only,saline,medium_only_control,3,100,2016-03-01,NA,560
none,brackish,unamended_control,1,77,2016-03-01,35.5,560
none,brackish,unamended_control,2,77,2016-03-01,54.2,560
none,brackish,unamended_control,3,77,2016-03-01,42.9,560
none,fresh,unamended_control,1,77,2016-03-01,82.6,560
none,fresh,unamended_control,2,77,2016-03-01,NA,560
none,fresh,unamended_control,3,77,2016-03-01,188.3,560
none,saline,unamended_control,1,77,2016-03-01,6.5,560
none,saline,unamended_control,2,77,2016-03-01,66.4,560
none,saline,unamended_control,3,77,2016-03-01,26.6,560
PHEN,brackish,sterile_control,1,97,2016-03-01,NA,560
PHEN,brackish,sterile_control,2,97,2016-03-01,NA,560
PHEN,brackish,sterile_control,3,97,2016-03-01,NA,560
PHEN,brackish,treatment,1,77,2016-03-01,175.6,560
PHEN,brackish,treatment,2,77,2016-03-01,197,560
PHEN,brackish,treatment,3,77,2016-03-01,186.9,560
PHEN,fresh,sterile_control,1,97,2016-03-01,NA,560
PHEN,fresh,sterile_control,2,97,2016-03-01,NA,560
PHEN,fresh,sterile_control,3,97,2016-03-01,NA,560
PHEN,fresh,treatment,1,77,2016-03-01,19.8,560
PHEN,fresh,treatment,2,77,2016-03-01,164.1,560
PHEN,fresh,treatment,3,77,2016-03-01,20.6,560
PHEN,saline,sterile_control,1,97,2016-03-01,NA,560
PHEN,saline,sterile_control,2,97,2016-03-01,NA,560
PHEN,saline,sterile_control,3,97,2016-03-01,NA,560
PHEN,saline,treatment,1,77,2016-03-01,59.2,560
PHEN,saline,treatment,2,77,2016-03-01,9.5,560
PHEN,saline,treatment,3,77,2016-03-01,73.3,560
26-diMN,brackish,sterile_control,1,97,2016-04-22,NA,612
26-diMN,brackish,sterile_control,2,97,2016-04-22,NA,612
26-diMN,brackish,sterile_control,3,97,2016-04-22,NA,612
26-diMN,brackish,treatment,1,77,2016-04-22,218.9,612
26-diMN,brackish,treatment,2,77,2016-04-22,207.1,612
26-diMN,brackish,treatment,3,77,2016-04-22,37.8,612
26-diMN,fresh,sterile_control,1,97,2016-04-22,NA,612
26-diMN,fresh,sterile_control,2,97,2016-04-22,NA,612
26-diMN,fresh,sterile_control,3,97,2016-04-22,NA,612
26-diMN,fresh,treatment,1,77,2016-04-22,75.4,612
26-diMN,fresh,treatment,2,77,2016-04-22,74.4,612
26-diMN,fresh,treatment,3,77,2016-04-22,16.1,612
26-diMN,saline,sterile_control,1,97,2016-04-22,NA,612
26-diMN,saline,sterile_control,2,97,2016-04-22,NA,612
26-diMN,saline,sterile_control,3,97,2016-04-22,NA,612
26-diMN,saline,treatment,1,77,2016-04-22,152.9,612
26-diMN,saline,treatment,2,77,2016-04-22,136.7,612
26-diMN,saline,treatment,3,77,2016-04-22,151,612
DBT,brackish,sterile_control,1,97,2016-04-22,NA,612
DBT,brackish,sterile_control,2,97,2016-04-22,NA,612
DBT,brackish,sterile_control,3,97,2016-04-22,NA,612
DBT,brackish,treatment,1,77,2016-04-22,175.8,612
DBT,brackish,treatment,2,77,2016-04-22,164.7,612
DBT,brackish,treatment,3,77,2016-04-22,153.9,612
DBT,fresh,sterile_control,1,97,2016-04-22,NA,612
DBT,fresh,sterile_control,2,97,2016-04-22,NA,612
DBT,fresh,sterile_control,3,97,2016-04-22,NA,612
DBT,fresh,treatment,1,77,2016-04-22,NA,612
DBT,fresh,treatment,2,77,2016-04-22,25.4,612
DBT,fresh,treatment,3,77,2016-04-22,97.3,612
DBT,saline,sterile_control,1,97,2016-04-22,NA,612
DBT,saline,sterile_control,2,97,2016-04-22,NA,612
DBT,saline,sterile_control,3,97,2016-04-22,NA,612
DBT,saline,treatment,1,77,2016-04-22,8.8,612
DBT,saline,treatment,2,77,2016-04-22,19.1,612
DBT,saline,treatment,3,77,2016-04-22,12.6,612
medium_only,brackish,medium_only_control,1,100,2016-04-22,NA,612
medium_only,brackish,medium_only_control,2,100,2016-04-22,NA,612
medium_only,brackish,medium_only_control,3,100,2016-04-22,NA,612
medium_only,fresh,medium_only_control,1,100,2016-04-22,NA,612
medium_only,fresh,medium_only_control,2,100,2016-04-22,NA,612
medium_only,fresh,medium_only_control,3,100,2016-04-22,NA,612
medium_only,saline,medium_only_control,1,100,2016-04-22,NA,612
medium_only,saline,medium_only_control,2,100,2016-04-22,NA,612
medium_only,saline,medium_only_control,3,100,2016-04-22,NA,612
none,brackish,unamended_control,1,77,2016-04-22,39.7,612
none,brackish,unamended_control,2,77,2016-04-22,56.2,612
none,brackish,unamended_control,3,77,2016-04-22,45.4,612
none,fresh,unamended_control,1,77,2016-04-22,89,612
none,fresh,unamended_control,2,77,2016-04-22,NA,612
none,fresh,unamended_control,3,77,2016-04-22,195.3,612
none,saline,unamended_control,1,77,2016-04-22,10.5,612
none,saline,unamended_control,2,77,2016-04-22,82.8,612
none,saline,unamended_control,3,77,2016-04-22,32.5,612
PHEN,brackish,sterile_control,1,97,2016-04-22,NA,612
PHEN,brackish,sterile_control,2,97,2016-04-22,NA,612
PHEN,brackish,sterile_control,3,97,2016-04-22,NA,612
PHEN,brackish,treatment,1,77,2016-04-22,183,612
PHEN,brackish,treatment,2,77,2016-04-22,199.6,612
PHEN,brackish,treatment,3,77,2016-04-22,195.4,612
PHEN,fresh,sterile_control,1,97,2016-04-22,NA,612
PHEN,fresh,sterile_control,2,97,2016-04-22,NA,612
PHEN,fresh,sterile_control,3,97,2016-04-22,NA,612
PHEN,fresh,treatment,1,77,2016-04-22,22,612
PHEN,fresh,treatment,2,77,2016-04-22,160.4,612
PHEN,fresh,treatment,3,77,2016-04-22,22.9,612
PHEN,saline,sterile_control,1,97,2016-04-22,NA,612
PHEN,saline,sterile_control,2,97,2016-04-22,NA,612
PHEN,saline,sterile_control,3,97,2016-04-22,NA,612
PHEN,saline,treatment,1,77,2016-04-22,65.8,612
PHEN,saline,treatment,2,77,2016-04-22,12.5,612
PHEN,saline,treatment,3,77,2016-04-22,87.8,612
26-diMN,brackish,sterile_control,1,97,2016-07-11,NA,692
26-diMN,brackish,sterile_control,2,97,2016-07-11,NA,692
26-diMN,brackish,sterile_control,3,97,2016-07-11,NA,692
26-diMN,brackish,treatment,1,77,2016-07-11,232,692
26-diMN,brackish,treatment,2,77,2016-07-11,226.2,692
26-diMN,brackish,treatment,3,77,2016-07-11,40.9,692
26-diMN,fresh,sterile_control,1,97,2016-07-11,NA,692
26-diMN,fresh,sterile_control,2,97,2016-07-11,NA,692
26-diMN,fresh,sterile_control,3,97,2016-07-11,NA,692
26-diMN,fresh,treatment,1,77,2016-07-11,78.2,692
26-diMN,fresh,treatment,2,77,2016-07-11,82.3,692
26-diMN,fresh,treatment,3,77,2016-07-11,15,692
26-diMN,saline,sterile_control,1,97,2016-07-11,NA,692
26-diMN,saline,sterile_control,2,97,2016-07-11,NA,692
26-diMN,saline,sterile_control,3,97,2016-07-11,NA,692
26-diMN,saline,treatment,1,77,2016-07-11,180.5,692
26-diMN,saline,treatment,2,77,2016-07-11,162.7,692
26-diMN,saline,treatment,3,77,2016-07-11,185.2,692
DBT,brackish,sterile_control,1,97,2016-07-11,NA,692
DBT,brackish,sterile_control,2,97,2016-07-11,NA,692
DBT,brackish,sterile_control,3,97,2016-07-11,NA,692
DBT,brackish,treatment,1,77,2016-07-11,201.3,692
DBT,brackish,treatment,2,77,2016-07-11,221.9,692
DBT,brackish,treatment,3,77,2016-07-11,169.6,692
DBT,fresh,sterile_control,1,97,2016-07-11,NA,692
DBT,fresh,sterile_control,2,97,2016-07-11,NA,692
DBT,fresh,sterile_control,3,97,2016-07-11,NA,692
DBT,fresh,treatment,1,77,2016-07-11,NA,692
DBT,fresh,treatment,2,77,2016-07-11,24.4,692
DBT,fresh,treatment,3,77,2016-07-11,105.7,692
DBT,saline,sterile_control,1,97,2016-07-11,NA,692
DBT,saline,sterile_control,2,97,2016-07-11,NA,692
DBT,saline,sterile_control,3,97,2016-07-11,NA,692
DBT,saline,treatment,1,77,2016-07-11,7.4,692
DBT,saline,treatment,2,77,2016-07-11,21.3,692
DBT,saline,treatment,3,77,2016-07-11,12.2,692
medium_only,brackish,medium_only_control,1,100,2016-07-11,NA,692
medium_only,brackish,medium_only_control,2,100,2016-07-11,NA,692
medium_only,brackish,medium_only_control,3,100,2016-07-11,NA,692
medium_only,fresh,medium_only_control,1,100,2016-07-11,NA,692
medium_only,fresh,medium_only_control,2,100,2016-07-11,NA,692
medium_only,fresh,medium_only_control,3,100,2016-07-11,NA,692
medium_only,saline,medium_only_control,1,100,2016-07-11,NA,692
medium_only,saline,medium_only_control,2,100,2016-07-11,NA,692
medium_only,saline,medium_only_control,3,100,2016-07-11,NA,692
none,brackish,unamended_control,1,77,2016-07-11,42.8,692
none,brackish,unamended_control,2,77,2016-07-11,54.6,692
none,brackish,unamended_control,3,77,2016-07-11,48.3,692
none,fresh,unamended_control,1,77,2016-07-11,101.6,692
none,fresh,unamended_control,2,77,2016-07-11,NA,692
none,fresh,unamended_control,3,77,2016-07-11,226.8,692
none,saline,unamended_control,1,77,2016-07-11,14.9,692
none,saline,unamended_control,2,77,2016-07-11,102.3,692
none,saline,unamended_control,3,77,2016-07-11,36.7,692
PHEN,brackish,sterile_control,1,97,2016-07-11,NA,692
PHEN,brackish,sterile_control,2,97,2016-07-11,NA,692
PHEN,brackish,sterile_control,3,97,2016-07-11,NA,692
PHEN,brackish,treatment,1,77,2016-07-11,169.9,692
PHEN,brackish,treatment,2,77,2016-07-11,221.7,692
PHEN,brackish,treatment,3,77,2016-07-11,218.2,692
PHEN,fresh,sterile_control,1,97,2016-07-11,NA,692
PHEN,fresh,sterile_control,2,97,2016-07-11,NA,692
PHEN,fresh,sterile_control,3,97,2016-07-11,NA,692
PHEN,fresh,treatment,1,77,2016-07-11,20.1,692
PHEN,fresh,treatment,2,77,2016-07-11,180.9,692
PHEN,fresh,treatment,3,77,2016-07-11,23.6,692
PHEN,saline,sterile_control,1,97,2016-07-11,NA,692
PHEN,saline,sterile_control,2,97,2016-07-11,NA,692
PHEN,saline,sterile_control,3,97,2016-07-11,NA,692
PHEN,saline,treatment,1,77,2016-07-11,75.5,692
PHEN,saline,treatment,2,77,2016-07-11,11.1,692
PHEN,saline,treatment,3,77,2016-07-11,110.3,692
26-diMN,brackish,sterile_control,1,97,2016-09-19,NA,762
26-diMN,brackish,sterile_control,2,97,2016-09-19,NA,762
26-diMN,brackish,sterile_control,3,97,2016-09-19,NA,762
26-diMN,brackish,treatment,1,77,2016-09-19,265.7,762
26-diMN,brackish,treatment,2,77,2016-09-19,242.3,762
26-diMN,brackish,treatment,3,77,2016-09-19,45.5,762
26-diMN,fresh,sterile_control,1,97,2016-09-19,NA,762
26-diMN,fresh,sterile_control,2,97,2016-09-19,NA,762
26-diMN,fresh,sterile_control,3,97,2016-09-19,NA,762
26-diMN,fresh,treatment,1,77,2016-09-19,85.7,762
26-diMN,fresh,treatment,2,77,2016-09-19,86.6,762
26-diMN,fresh,treatment,3,77,2016-09-19,15.6,762
26-diMN,saline,sterile_control,1,97,2016-09-19,NA,762
26-diMN,saline,sterile_control,2,97,2016-09-19,NA,762
26-diMN,saline,sterile_control,3,97,2016-09-19,NA,762
26-diMN,saline,treatment,1,77,2016-09-19,194.4,762
26-diMN,saline,treatment,2,77,2016-09-19,181.4,762
26-diMN,saline,treatment,3,77,2016-09-19,207.2,762
DBT,brackish,sterile_control,1,97,2016-09-19,NA,762
DBT,brackish,sterile_control,2,97,2016-09-19,NA,762
DBT,brackish,sterile_control,3,97,2016-09-19,NA,762
DBT,brackish,treatment,1,77,2016-09-19,213.8,762
DBT,brackish,treatment,2,77,2016-09-19,194.7,762
DBT,brackish,treatment,3,77,2016-09-19,192.4,762
DBT,fresh,sterile_control,1,97,2016-09-19,NA,762
DBT,fresh,sterile_control,2,97,2016-09-19,NA,762
DBT,fresh,sterile_control,3,97,2016-09-19,NA,762
DBT,fresh,treatment,1,77,2016-09-19,4.6,762
DBT,fresh,treatment,2,77,2016-09-19,24.9,762
DBT,fresh,treatment,3,77,2016-09-19,108.5,762
DBT,saline,sterile_control,1,97,2016-09-19,NA,762
DBT,saline,sterile_control,2,97,2016-09-19,NA,762
DBT,saline,sterile_control,3,97,2016-09-19,NA,762
DBT,saline,treatment,1,77,2016-09-19,8.4,762
DBT,saline,treatment,2,77,2016-09-19,22.5,762
DBT,saline,treatment,3,77,2016-09-19,15,762
medium_only,brackish,medium_only_control,1,100,2016-09-19,NA,762
medium_only,brackish,medium_only_control,2,100,2016-09-19,NA,762
medium_only,brackish,medium_only_control,3,100,2016-09-19,NA,762
medium_only,fresh,medium_only_control,1,100,2016-09-19,NA,762
medium_only,fresh,medium_only_control,2,100,2016-09-19,NA,762
medium_only,fresh,medium_only_control,3,100,2016-09-19,NA,762
medium_only,saline,medium_only_control,1,100,2016-09-19,NA,762
medium_only,saline,medium_only_control,2,100,2016-09-19,NA,762
medium_only,saline,medium_only_control,3,100,2016-09-19,NA,762
none,brackish,unamended_control,1,77,2016-09-19,213.2,762
none,brackish,unamended_control,2,77,2016-09-19,246.4,762
none,brackish,unamended_control,3,77,2016-09-19,244,762
none,fresh,unamended_control,1,77,2016-09-19,115.3,762
none,fresh,unamended_control,2,77,2016-09-19,NA,762
none,fresh,unamended_control,3,77,2016-09-19,237,762
none,saline,unamended_control,1,77,2016-09-19,16.8,762
none,saline,unamended_control,2,77,2016-09-19,112.5,762
none,saline,unamended_control,3,77,2016-09-19,39.5,762
PHEN,brackish,sterile_control,1,97,2016-09-19,NA,762
PHEN,brackish,sterile_control,2,97,2016-09-19,NA,762
PHEN,brackish,sterile_control,3,97,2016-09-19,NA,762
PHEN,brackish,treatment,1,77,2016-09-19,89.5,762
PHEN,brackish,treatment,2,77,2016-09-19,12.6,762
PHEN,brackish,treatment,3,77,2016-09-19,131.1,762
PHEN,fresh,sterile_control,1,97,2016-09-19,NA,762
PHEN,fresh,sterile_control,2,97,2016-09-19,NA,762
PHEN,fresh,sterile_control,3,97,2016-09-19,NA,762
PHEN,fresh,treatment,1,77,2016-09-19,22.4,762
PHEN,fresh,treatment,2,77,2016-09-19,196.7,762
PHEN,fresh,treatment,3,77,2016-09-19,26.7,762
PHEN,saline,sterile_control,1,97,2016-09-19,NA,762
PHEN,saline,sterile_control,2,97,2016-09-19,NA,762
PHEN,saline,sterile_control,3,97,2016-09-19,NA,762
PHEN,saline,treatment,1,77,2016-09-19,89.5,762
PHEN,saline,treatment,2,77,2016-09-19,12.6,762
PHEN,saline,treatment,3,77,2016-09-19,131.1,762
26-diMN,brackish,sterile_control,1,97,2016-09-27,NA,770
26-diMN,brackish,sterile_control,2,97,2016-09-27,NA,770
26-diMN,brackish,sterile_control,3,97,2016-09-27,NA,770
26-diMN,brackish,treatment,1,77,2016-09-27,226.2,770
26-diMN,brackish,treatment,2,77,2016-09-27,242.4,770
