compound,salinity,group,replicate,headspace_mL,date,umoles,day
26-diMN,brackish,sterile_control,1,97,2014-08-19,NA,0
26-diMN,brackish,sterile_control,2,97,2014-08-19,NA,0
26-diMN,brackish,sterile_control,3,97,2014-08-19,NA,0
26-diMN,brackish,treatment,1,77,2014-08-19,26.2,0
26-diMN,brackish,treatment,2,77,2014-08-19,26.9,0
26-diMN,brackish,treatment,3,77,2014-08-19,22.8,0
26-diMN,fresh,sterile_control,1,97,2014-08-19,NA,0
26-diMN,fresh,sterile_control,2,97,2014-08-19,NA,0
26-diMN,fresh,sterile_control,3,97,2014-08-19,NA,0
26-diMN,fresh,treatment,1,77,2014-08-19,24.3,0
26-diMN,fresh,treatment,2,77,2014-08-19,23.2,0
26-diMN,fresh,treatment,3,77,2014-08-19,21.6,0
26-diMN,saline,sterile_control,1,97,2014-08-19,NA,0
26-diMN,saline,sterile_control,2,97,2014-08-19,NA,0
26-diMN,saline,sterile_control,3,97,2014-08-19,NA,0
26-diMN,saline,treatment,1,77,2014-08-19,17.5,0
26-diMN,saline,treatment,2,77,2014-08-19,18.7,0
26-diMN,saline,treatment,3,77,2014-08-19,25.7,0
DBT,brackish,sterile_control,1,97,2014-08-19,NA,0
DBT,brackish,sterile_control,2,97,2014-08-19,NA,0
DBT,brackish,sterile_control,3,97,2014-08-19,NA,0
DBT,brackish,treatment,1,77,2014-08-19,31,0
DBT,brackish,treatment,2,77,2014-08-19,24.7,0
DBT,brackish,treatment,3,77,2014-08-19,15.1,0
DBT,fresh,sterile_control,1,97,2014-08-19,NA,0
DBT,fresh,sterile_control,2,97,2014-08-19,NA,0
DBT,fresh,sterile_control,3,97,2014-08-19,NA,0
DBT,fresh,treatment,1,77,2014-08-19,60.6,0
DBT,fresh,treatment,2,77,2014-08-19,33.5,0
DBT,fresh,treatment,3,77,2014-08-19,26.9,0
DBT,saline,sterile_control,1,97,2014-08-19,NA,0
DBT,saline,sterile_control,2,97,2014-08-19,NA,0
DBT,saline,sterile_control,3,97,2014-08-19,NA,0
DBT,saline,treatment,1,77,2014-08-19,15.8,0
DBT,saline,treatment,2,77,2014-08-19,16.9,0
DBT,saline,treatment,3,77,2014-08-19,15.1,0
medium_only,brackish,medium_only_control,1,100,2014-08-19,NA,0
medium_only,brackish,medium_only_control,2,100,2014-08-19,NA,0
medium_only,brackish,medium_only_control,3,100,2014-08-19,NA,0
medium_only,fresh,medium_only_control,1,100,2014-08-19,NA,0
medium_only,fresh,medium_only_control,2,100,2014-08-19,NA,0
medium_only,fresh,medium_only_control,3,100,2014-08-19,NA,0
medium_only,saline,medium_only_control,1,100,2014-08-19,NA,0
medium_only,saline,medium_only_control,2,100,2014-08-19,NA,0
medium_only,saline,medium_only_control,3,100,2014-08-19,NA,0
none,brackish,unamended_control,1,77,2014-08-19,18.2,0
none,brackish,unamended_control,2,77,2014-08-19,NA,0
none,brackish,unamended_control,3,77,2014-08-19,17.5,0
none,fresh,unamended_control,1,77,2014-08-19,NA,0
none,fresh,unamended_control,2,77,2014-08-19,17.7,0
none,fresh,unamended_control,3,77,2014-08-19,17.1,0
none,saline,unamended_control,1,77,2014-08-19,12.9,0
none,saline,unamended_control,2,77,2014-08-19,14.5,0
none,saline,unamended_control,3,77,2014-08-19,12,0
PHEN,brackish,sterile_control,1,97,2014-08-19,NA,0
PHEN,brackish,sterile_control,2,97,2014-08-19,NA,0
PHEN,brackish,sterile_control,3,97,2014-08-19,NA,0
PHEN,brackish,treatment,1,77,2014-08-19,19.2,0
PHEN,brackish,treatment,2,77,2014-08-19,20.7,0
PHEN,brackish,treatment,3,77,2014-08-19,22.1,0
PHEN,fresh,sterile_control,1,97,2014-08-19,NA,0
PHEN,fresh,sterile_control,2,97,2014-08-19,NA,0
PHEN,fresh,sterile_control,3,97,2014-08-19,NA,0
PHEN,fresh,treatment,1,77,2014-08-19,30.8,0
PHEN,fresh,treatment,2,77,2014-08-19,30.6,0
PHEN,fresh,treatment,3,77,2014-08-19,17,0
PHEN,saline,sterile_control,1,97,2014-08-19,NA,0
PHEN,saline,sterile_control,2,97,2014-08-19,NA,0
PHEN,saline,sterile_control,3,97,2014-08-19,NA,0
PHEN,saline,treatment,1,77,2014-08-19,22.8,0
PHEN,saline,treatment,2,77,2014-08-19,15.7,0
PHEN,saline,treatment,3,77,2014-08-19,16.3,0
26-diMN,brackish,sterile_control,1,97,2014-09-03,NA,15
26-diMN,brackish,sterile_control,2,97,2014-09-03,NA,15
26-diMN,brackish,sterile_control,3,97,2014-09-03,NA,15
26-diMN,brackish,treatment,1,77,2014-09-03,16.3,15
26-diMN,brackish,treatment,2,77,2014-09-03,17.6,15
26-diMN,brackish,treatment,3,77,2014-09-03,19,15
26-diMN,fresh,sterile_control,1,97,2014-09-03,NA,15
26-diMN,fresh,sterile_control,2,97,2014-09-03,NA,15
26-diMN,fresh,sterile_control,3,97,2014-09-03,NA,15
26-diMN,fresh,treatment,1,77,2014-09-03,13.4,15
26-diMN,fresh,treatment,2,77,2014-09-03,13.5,15
26-diMN,fresh,treatment,3,77,2014-09-03,13,15
26-diMN,saline,sterile_control,1,97,2014-09-03,NA,15
26-diMN,saline,sterile_control,2,97,2014-09-03,NA,15
26-diMN,saline,sterile_control,3,97,2014-09-03,NA,15
26-diMN,saline,treatment,1,77,2014-09-03,8.5,15
26-diMN,saline,treatment,2,77,2014-09-03,8.2,15
26-diMN,saline,treatment,3,77,2014-09-03,20.9,15
DBT,brackish,sterile_control,1,97,2014-09-03,NA,15
DBT,brackish,sterile_control,2,97,2014-09-03,NA,15
DBT,brackish,sterile_control,3,97,2014-09-03,NA,15
DBT,brackish,treatment,1,77,2014-09-03,25.1,15
DBT,brackish,treatment,2,77,2014-09-03,18.2,15
DBT,brackish,treatment,3,77,2014-09-03,14.8,15
DBT,fresh,sterile_control,1,97,2014-09-03,NA,15
DBT,fresh,sterile_control,2,97,2014-09-03,NA,15
DBT,fresh,sterile_control,3,97,2014-09-03,NA,15
DBT,fresh,treatment,1,77,2014-09-03,51.1,15
DBT,fresh,treatment,2,77,2014-09-03,24.4,15
DBT,fresh,treatment,3,77,2014-09-03,18.8,15
DBT,saline,sterile_control,1,97,2014-09-03,NA,15
DBT,saline,sterile_control,2,97,2014-09-03,NA,15
DBT,saline,sterile_control,3,97,2014-09-03,NA,15
DBT,saline,treatment,1,77,2014-09-03,5.6,15
DBT,saline,treatment,2,77,2014-09-03,6.9,15
DBT,saline,treatment,3,77,2014-09-03,4.7,15
medium_only,brackish,medium_only_control,1,100,2014-09-03,NA,15
medium_only,brackish,medium_only_control,2,100,2014-09-03,NA,15
medium_only,brackish,medium_only_control,3,100,2014-09-03,NA,15
medium_only,fresh,medium_only_control,1,100,2014-09-03,NA,15
medium_only,fresh,medium_only_control,2,100,2014-09-03,NA,15
medium_only,fresh,medium_only_control,3,100,2014-09-03,NA,15
medium_only,saline,medium_only_control,1,100,2014-09-03,NA,15
medium_only,saline,medium_only_control,2,100,2014-09-03,NA,15
medium_only,saline,medium_only_control,3,100,2014-09-03,NA,15
none,brackish,unamended_control,1,77,2014-09-03,7.8,15
none,brackish,unamended_control,2,77,2014-09-03,NA,15
none,brackish,unamended_control,3,77,2014-09-03,9.5,15
none,fresh,unamended_control,1,77,2014-09-03,6.6,15
none,fresh,unamended_control,2,77,2014-09-03,7.5,15
none,fresh,unamended_control,3,77,2014-09-03,7.5,15
none,saline,unamended_control,1,77,2014-09-03,2.6,15
none,saline,unamended_control,2,77,2014-09-03,4.7,15
none,saline,unamended_control,3,77,2014-09-03,1.5,15
PHEN,brackish,sterile_control,1,97,2014-09-03,NA,15
PHEN,brackish,sterile_control,2,97,2014-09-03,NA,15
PHEN,brackish,sterile_control,3,97,2014-09-03,NA,15
PHEN,brackish,treatment,1,77,2014-09-03,12.1,15
PHEN,brackish,treatment,2,77,2014-09-03,13.5,15
PHEN,brackish,treatment,3,77,2014-09-03,15.1,15
PHEN,fresh,sterile_control,1,97,2014-09-03,NA,15
PHEN,fresh,sterile_control,2,97,2014-09-03,NA,15
PHEN,fresh,sterile_control,3,97,2014-09-03,NA,15
PHEN,fresh,treatment,1,77,2014-09-03,19.2,15
PHEN,fresh,treatment,2,77,2014-09-03,22.2,15
PHEN,fresh,treatment,3,77,2014-09-03,6.7,15
PHEN,saline,sterile_control,1,97,2014-09-03,NA,15
PHEN,saline,sterile_control,2,97,2014-09-03,NA,15
PHEN,saline,sterile_control,3,97,2014-09-03,NA,15
PHEN,saline,treatment,1,77,2014-09-03,14.3,15
PHEN,saline,treatment,2,77,2014-09-03,5.7,15
PHEN,saline,treatment,3,77,2014-09-03,5.8,15
26-diMN,brackish,sterile_control,1,97,2014-10-25,NA,67
26-diMN,brackish,sterile_control,2,97,2014-10-25,NA,67
26-diMN,brackish,sterile_control,3,97,2014-10-25,NA,67
26-diMN,brackish,treatment,1,77,2014-10-25,21.8,67
26-diMN,brackish,treatment,2,77,2014-10-25,13.4,67
26-diMN,brackish,treatment,3,77,2014-10-25,11.8,67
26-diMN,fresh,sterile_control,1,97,2014-10-25,NA,67
26-diMN,fresh,sterile_control,2,97,2014-10-25,NA,67
26-diMN,fresh,sterile_control,3,97,2014-10-25,NA,67
26-diMN,fresh,treatment,1,77,2014-10-25,16.7,67
26-diMN,fresh,treatment,2,77,2014-10-25,14,67
26-diMN,fresh,treatment,3,77,2014-10-25,7,67
26-diMN,saline,sterile_control,1,97,2014-10-25,NA,67
26-diMN,saline,sterile_control,2,97,2014-10-25,NA,67
26-diMN,saline,sterile_control,3,97,2014-10-25,NA,67
26-diMN,saline,treatment,1,77,2014-10-25,5.1,67
26-diMN,saline,treatment,2,77,2014-10-25,3.5,67
26-diMN,saline,treatment,3,77,2014-10-25,12.1,67
DBT,brackish,sterile_control,1,97,2014-10-25,NA,67
DBT,brackish,sterile_control,2,97,2014-10-25,NA,67
DBT,brackish,sterile_control,3,97,2014-10-25,NA,67
DBT,brackish,treatment,1,77,2014-10-25,25.1,67
DBT,brackish,treatment,2,77,2014-10-25,35.1,67
DBT,brackish,treatment,3,77,2014-10-25,11.5,67
DBT,fresh,sterile_control,1,97,2014-10-25,NA,67
DBT,fresh,sterile_control,2,97,2014-10-25,NA,67
DBT,fresh,sterile_control,3,97,2014-10-25,NA,67
DBT,fresh,treatment,1,77,2014-10-25,21.1,67
DBT,fresh,treatment,2,77,2014-10-25,16.9,67
DBT,fresh,treatment,3,77,2014-10-25,20.3,67
DBT,saline,sterile_control,1,97,2014-10-25,NA,67
DBT,saline,sterile_control,2,97,2014-10-25,NA,67
DBT,saline,sterile_control,3,97,2014-10-25,NA,67
DBT,saline,treatment,1,77,2014-10-25,0.4,67
DBT,saline,treatment,2,77,2014-10-25,1.4,67
DBT,saline,treatment,3,77,2014-10-25,-0.3,67
medium_only,brackish,medium_only_control,1,100,2014-10-25,NA,67
medium_only,brackish,medium_only_control,2,100,2014-10-25,NA,67
medium_only,brackish,medium_only_control,3,100,2014-10-25,NA,67
medium_only,fresh,medium_only_control,1,100,2014-10-25,NA,67
medium_only,fresh,medium_only_control,2,100,2014-10-25,NA,67
medium_only,fresh,medium_only_control,3,100,2014-10-25,NA,67
medium_only,saline,medium_only_control,1,100,2014-10-25,NA,67
medium_only,saline,medium_only_control,2,100,2014-10-25,NA,67
medium_only,saline,medium_only_control,3,100,2014-10-25,NA,67
none,brackish,unamended_control,1,77,2014-10-25,5.4,67
none,brackish,unamended_control,2,77,2014-10-25,6.6,67
none,brackish,unamended_control,3,77,2014-10-25,4.7,67
none,fresh,unamended_control,1,77,2014-10-25,22.7,67
none,fresh,unamended_control,2,77,2014-10-25,2.6,67
none,fresh,unamended_control,3,77,2014-10-25,6.3,67
none,saline,unamended_control,1,77,2014-10-25,-1.7,67
none,saline,unamended_control,2,77,2014-10-25,0.2,67
none,saline,unamended_control,3,77,2014-10-25,-2.2,67
PHEN,brackish,sterile_control,1,97,2014-10-25,NA,67
PHEN,brackish,sterile_control,2,97,2014-10-25,NA,67
PHEN,brackish,sterile_control,3,97,2014-10-25,NA,67
PHEN,brackish,treatment,1,77,2014-10-25,7.8,67
PHEN,brackish,treatment,2,77,2014-10-25,7.5,67
PHEN,brackish,treatment,3,77,2014-10-25,11.6,67
PHEN,fresh,sterile_control,1,97,2014-10-25,NA,67
PHEN,fresh,sterile_control,2,97,2014-10-25,NA,67
PHEN,fresh,sterile_control,3,97,2014-10-25,NA,67
PHEN,fresh,treatment,1,77,2014-10-25,12.5,67
PHEN,fresh,treatment,2,77,2014-10-25,30.6,67
PHEN,fresh,treatment,3,77,2014-10-25,5.1,67
PHEN,saline,sterile_control,1,97,2014-10-25,NA,67
PHEN,saline,sterile_control,2,97,2014-10-25,NA,67
PHEN,saline,sterile_control,3,97,2014-10-25,NA,67
PHEN,saline,treatment,1,77,2014-10-25,7.8,67
PHEN,saline,treatment,2,77,2014-10-25,0,67
PHEN,saline,treatment,3,77,2014-10-25,2.4,67
26-diMN,brackish,sterile_control,1,97,2014-11-04,NA,77
26-diMN,brackish,sterile_control,2,97,2014-11-04,NA,77
26-diMN,brackish,sterile_control,3,97,2014-11-04,NA,77
26-diMN,brackish,treatment,1,77,2014-11-04,34.5,77
26-diMN,brackish,treatment,2,77,2014-11-04,13.7,77
26-diMN,brackish,treatment,3,77,2014-11-04,12.8,77
26-diMN,fresh,sterile_control,1,97,2014-11-04,NA,77
26-diMN,fresh,sterile_control,2,97,2014-11-04,NA,77
26-diMN,fresh,sterile_control,3,97,2014-11-04,NA,77
26-diMN,fresh,treatment,1,77,2014-11-04,21.1,77
26-diMN,fresh,treatment,2,77,2014-11-04,18.5,77
26-diMN,fresh,treatment,3,77,2014-11-04,4.2,77
26-diMN,saline,sterile_control,1,97,2014-11-04,NA,77
26-diMN,saline,sterile_control,2,97,2014-11-04,NA,77
26-diMN,saline,sterile_control,3,97,2014-11-04,NA,77
26-diMN,saline,treatment,1,77,2014-11-04,3.3,77
26-diMN,saline,treatment,2,77,2014-11-04,0.4,77
26-diMN,saline,treatment,3,77,2014-11-04,13.1,77
DBT,brackish,sterile_control,1,97,2014-11-04,NA,77
DBT,brackish,sterile_control,2,97,2014-11-04,NA,77
DBT,brackish,sterile_control,3,97,2014-11-04,NA,77
DBT,brackish,treatment,1,77,2014-11-04,39.3,77
DBT,brackish,treatment,2,77,2014-11-04,44.6,77
DBT,brackish,treatment,3,77,2014-11-04,9.2,77
DBT,fresh,sterile_control,1,97,2014-11-04,NA,77
DBT,fresh,sterile_control,2,97,2014-11-04,NA,77
DBT,fresh,sterile_control,3,97,2014-11-04,NA,77
DBT,fresh,treatment,1,77,2014-11-04,60.3,77
DBT,fresh,treatment,2,77,2014-11-04,20.5,77
DBT,fresh,treatment,3,77,2014-11-04,16.8,77
DBT,saline,sterile_control,1,97,2014-11-04,NA,77
DBT,saline,sterile_control,2,97,2014-11-04,NA,77
DBT,saline,sterile_control,3,97,2014-11-04,NA,77
DBT,saline,treatment,1,77,2014-11-04,-6.6,77
DBT,saline,treatment,2,77,2014-11-04,-4.4,77
DBT,saline,treatment,3,77,2014-11-04,-6.7,77
medium_only,brackish,medium_only_control,1,100,2014-11-04,NA,77
medium_only,brackish,medium_only_control,2,100,2014-11-04,NA,77
medium_only,brackish,medium_only_control,3,100,2014-11-04,NA,77
medium_only,fresh,medium_only_control,1,100,2014-11-04,NA,77
medium_only,fresh,medium_only_control,2,100,2014-11-04,NA,77
medium_only,fresh,medium_only_control,3,100,2014-11-04,NA,77
medium_only,saline,medium_only_control,1,100,2014-11-04,NA,77
medium_only,saline,medium_only_control,2,100,2014-11-04,NA,77
medium_only,saline,medium_only_control,3,100,2014-11-04,NA,77
none,brackish,unamended_control,1,77,2014-11-04,3.5,77
none,brackish,unamended_control,2,77,2014-11-04,3.6,77
none,brackish,unamended_control,3,77,2014-11-04,0.6,77
none,fresh,unamended_control,1,77,2014-11-04,36.2,77
none,fresh,unamended_control,2,77,2014-11-04,-3,77
none,fresh,unamended_control,3,77,2014-11-04,5.6,77
none,saline,unamended_control,1,77,2014-11-04,-9,77
none,saline,unamended_control,2,77,2014-11-04,-5.8,77
